text,text_clean_lemma
"Еще дуют холодные ветры И наносят утренни морозы, Только что на проталинах весенних Показались ранние цветочки, Как из чудного царства воскового, Из душистой келейки медовой Вылетала первая пчелка, Полетела по ранним цветочкам О красной весне поразведать, Скоро ль будет гостья дорогая, Скоро ль луга позеленеют, Скоро ль у кудрявой у березы Распустятся клейкие листочки, Зацветет черемуха душиста.","['ещё', 'дуть', 'холодный', 'ветер', 'и', 'наносить', 'утренни', 'мороз', ',', 'только', 'что', 'на', 'проталина', 'весенний', 'показаться', 'ранний', 'цветочки', ',', 'как', 'из', 'чудной', 'царство', 'восковой', ',', 'Из', 'душистый', 'келейка', 'медовый', 'вылетала', 'первый', 'пчёлка', ',', 'полететь', 'по', 'ранний', 'цветочкам', 'о', 'красный', 'весна', 'поразведать', ',', 'Скоро', 'ль', 'быть', 'гостья', 'дорогой', ',', 'Скоро', 'ль', 'луга', 'позеленеть', ',', 'Скоро', 'ль', 'у', 'кудрявой', 'у', 'берёза', 'распустятся', 'клейкий', 'листочек', ',', 'зацветет', 'черемуха', 'душиста', '.']"
